,score,Do you think the map feature could be improved, if so do you have any suggestions?
1,6,yes. if i could zoom out
2,6,No idea
3,6,skrbf
4,6,More stuff to do :) Also allowing to zoom further out, so I can look for activities a bit further away.
5,6,not sure
6,6, 
7,6,Make it look more astetisk pleasing! 
