,score,If you have any more feedback please provide it through the feedback dialog, or here. Thanks for answering these questions, if all questionnaires are checked and you have consented to the contest rules on the profile page you are eligble for participating in the prize draw. Big thanks for participating!
1,6,no problem. thanks for sharing this with me. good luck and hope to see you in Oslo one day. 
2,6, 
3,6,bdbdk
4,6,Good luck on the report writing :)
5,6,thanks too! impressive work
6,6, 
7,6,COOL app dude

